VA4200WZ-VA4200ZB Sinope Valve;;;;;VA4200ZB;;;;;;;;;;VA4200ZB;;;;;;;SmartThingsPublic/devicetypes/sinope-technologies/va4200wz-va4200zb-sinope-valve.src/va4200wz-va4200zb-sinope-valve.groovy
SW2500ZB Sinope Switch;;;;;SW2500ZB;;;;;;;;;;SW2500ZB;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/sw2500zb-sinope-switch.src/sw2500zb-sinope-switch.groovy
TH1400ZB Sinope Thermostat;;;;;TH1400ZB;;;;;;;;;;Sinope TH1400ZB Thermostat;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/th1400zb-sinope-thermostat.src/th1400zb-sinope-thermostat.groovy
TH1500ZB Sinope Thermostat;;;;;TH1500ZB;;;;;;;;;;Sinope TH1500ZB Thermostat;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/th1500zb-sinope-thermostat.src/th1500zb-sinope-thermostat.groovy
RM3250ZB Sinope Load Controller;;;;;RM3250ZB;;;;;;;;;;RM3250ZB;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/rm3250zb-sinope-load-controller.src/rm3250zb-sinope-load-controller.groovy
ZigBee Dimmer;;;0104;;ZBT-DIMLight-GLS0044;;;;0000, 0003, 0004, 0005, 0006, 0008, 1000;0019;;;;;Smart Bulb;;;;LDS;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;DL6HD;oic.d.switch;;;0000, 0003, 0004, 0005, 0006, 0008;0003, 0006, 0008, 0019, 0406;;;;;Leviton Dimmer Switch;;;;Leviton;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;DL3HL;oic.d.switch;;;0000, 0003, 0004, 0005, 0006, 0008;0003, 0006, 0008, 0019, 0406;;;;;Leviton Lumina RF Plug-In Dimmer;;;;Leviton;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;DL1KD;oic.d.switch;;;0000, 0003, 0004, 0005, 0006, 0008;0003, 0006, 0008, 0019, 0406;;;;;Leviton Lumina RF Dimmer Switch;;;;Leviton;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;ZSD07;oic.d.switch;;;0000, 0003, 0004, 0005, 0006, 0008;0003, 0006, 0008, 0019, 0406;;;;;Leviton Lumina RF 0-10V Dimming Wall Switch;;;;Leviton;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;ZBT-DimmableLight;;;;0000, 0003, 0004, 0005, 0006, 0008, 1000;0019;;;;;MÃ¼ller Licht Tint Bulb Dimming;;;;MLI;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;LIGHTIFY A19 ON/OFF/DIM;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B04, FC0F;0019;;;;;SYLVANIA Smart A19 Soft White;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;LIGHTIFY A19 ON/OFF/DIM 10 Year;;;;0000, 0003, 0004, 0005, 0006, 0008, FC0F;0019;;;;;SYLVANIA Smart 10-Year A19;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;iQBR30;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05;0019;;;;;Sylvania Ultra iQ;;;;OSRAM SYLVANIA;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;LIGHTIFY PAR38 ON/OFF/DIM;;;;0000, 0003, 0004, 0005, 0006, 0008, FC0F;0019;;;;;SYLVANIA Smart PAR38 Soft White;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;LIGHTIFY BR ON/OFF/DIM;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B04, FC0F;0019;;;;;SYLVANIA Smart BR30 Soft White;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;A19 W 10 year;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B04, 0B05, FC01, FC08;0003, 0019;;;;;SYLVANIA Smart 10Y A19 Soft White;;;;LEDVANCE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;BR30 W 10 year;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, FC01;0003, 0019;;;;;SYLVANIA Smart 10Y BR30 Soft White;;;;LEDVANCE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;PAR38 W 10 year;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, FC01;0003, 0019;;;;;SYLVANIA Smart 10Y PAR38 Soft White;;;;LEDVANCE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;M350ST-W1R-01;;;;0000, 0003, 0004, 0005, 0006, 0008;0019;;;;;OZOM Dimmable LED Smart Light;;;;LEEDARSON LIGHTING;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;E11-G13;;;;0000, 0003, 0004, 0005, 0006, 0008, 0702, 0B05;0019;;;;;Sengled Element Classic;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;E11-G14;;;;0000, 0003, 0004, 0005, 0006, 0008, 0702, 0B05;0019;;;;;Sengled Element Classic;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;E11-G23;;;;0000, 0003, 0004, 0005, 0006, 0008, 0702, 0B05;0019;;;;;Sengled Element Classic;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;E11-G33;;;;0000, 0003, 0004, 0005, 0006, 0008, 0702, 0B05;0019;;;;;Sengled Element Classic;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;E12-N13;;;;0000, 0003, 0004, 0005, 0006, 0008, 0702, 0B05;0019;;;;;Sengled Element Classic;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;E12-N14;;;;0000, 0003, 0004, 0005, 0006, 0008, 0702, 0B05;0019;;;;;Sengled Element Classic;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;E12-N15;;;;0000, 0003, 0004, 0005, 0006, 0008, 0702, 0B05;0019;;;;;Sengled Element Classic;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;E11-N13;;;;0000, 0003, 0004, 0005, 0006, 0008, 0702, 0B05;0019;;;;;Sengled Element Classic;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;E11-N14;;;;0000, 0003, 0004, 0005, 0006, 0008, 0702, 0B05;0019;;;;;Sengled Element Classic;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;E1A-AC2;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0702, 0B05;0019;;;;;Sengled DownLight;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;E11-N13A;;;;0000, 0003, 0004, 0005, 0006, 0008, 0702, 0B05;0019;;;;;Sengled Extra Bright Soft White;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;E11-N14A;;;;0000, 0003, 0004, 0005, 0006, 0008, 0702, 0B05;0019;;;;;Sengled Extra Bright Daylight;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;E21-N13A;;;;0000, 0003, 0004, 0005, 0006, 0008, 0702, 0B05;0019;;;;;Sengled Soft White;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;E21-N14A;;;;0000, 0003, 0004, 0005, 0006, 0008, 0702, 0B05;0019;;;;;Sengled Daylight;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;ZBT-DIMLight-GLS0006;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000, FEDC;000A, 0019;;;;;Smart Bulb;;;;LDS;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
ZigBee Dimmer;;;0104;;MZ100;;;;0000, 0003, 0004, 0005, 0006, 0008, FF00;0019;;;;;Wemo Bulb;;;;MRVL;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer.src/zigbee-dimmer.groovy
Zooz Multisiren;;;;000C;0003;;;;;;;;;;Zooz S2 Multisiren ZSE19;;;027A;;;;SmartThingsPublic/devicetypes/smartthings/zooz-multisiren.src/zooz-multisiren.groovy
Zooz Multisiren;;;;000C;0003;;;;;;;;;;Everspring Indoor Voice Siren;;;0060;;;;SmartThingsPublic/devicetypes/smartthings/zooz-multisiren.src/zooz-multisiren.groovy
SmartSense Button;;;;;button;;;;0000,0001,0003,0020,0402,0500;0019;;;;;Button;;;;Samjin;;;SmartThingsPublic/devicetypes/smartthings/smartsense-button.src/smartsense-button.groovy
Dawon Z-Wave Smart Plug;;;;0042;0005;;;;;;;;;;Dawon Smart Plug;;;018C;;;;SmartThingsPublic/devicetypes/smartthings/dawon-zwave-smart-plug.src/dawon-zwave-smart-plug.groovy
Dawon Z-Wave Smart Plug;;;;0042;0008;;;;;;;;;;Dawon Smart Multitab;;;018C;;;;SmartThingsPublic/devicetypes/smartthings/dawon-zwave-smart-plug.src/dawon-zwave-smart-plug.groovy
ZigBee Lock;;;0104;;YRD220/240 TSDB;;;;0000,0001,0009,000A,0101,0020;000A,0019;;;;;Yale Touch Screen Deadbolt Lock;;;;Yale;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock.src/zigbee-lock.groovy
ZigBee Lock;;;0104;;YRL220 TS LL;;;;0000,0001,0003,0009,000A,0101,0020;000A,0019;;;;;Yale Touch Screen Lever Lock;;;;Yale;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock.src/zigbee-lock.groovy
ZigBee Lock;;;0104;;YRD210 PB DB;;;;0000,0001,0003,0009,000A,0101,0020;000A,0019;;;;;Yale Push Button Deadbolt Lock;;;;Yale;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock.src/zigbee-lock.groovy
ZigBee Lock;;;0104;;YRD220/240 TSDB;;;;0000,0001,0003,0009,000A,0101,0020;000A,0019;;;;;Yale Touch Screen Deadbolt Lock;;;;Yale;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock.src/zigbee-lock.groovy
ZigBee Lock;;;0104;;YRL210 PB LL;;;;0000,0001,0003,0009,000A,0101,0020;000A,0019;;;;;Yale Push Button Lever Lock;;;;Yale;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock.src/zigbee-lock.groovy
ZigBee Lock;;;0104;;YRD226/246 TSDB;;;;0000,0001,0003,0009,000A,0101,0020;000A,0019;;;;;Yale Assure Lock;;;;Yale;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock.src/zigbee-lock.groovy
ZigBee Lock;;;0104;;YRD226 TSDB;;;;0000,0001,0003,0009,000A,0101,0020,0B05;000A,0019;;;;;Yale Assure Lock;;;;Yale;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock.src/zigbee-lock.groovy
ZigBee Lock;;;0104;;YRD446 BLE TSDB;;;;0000,0001,0003,0009,000A,0101,0020,0B05;000A,0019;;;;;Yale Assure Lock;;;;Yale;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock.src/zigbee-lock.groovy
ZigBee Lock;;;0104;;YRD216 PBDB;;;;0000,0001,0003,0009,000A,0101,0020;000A,0019;;;;;Yale Push Button Deadbolt Lock;;;;Yale;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock.src/zigbee-lock.groovy
ZigBee Lock;;;0104;;YRL226 TSLL;;;;0000,0001,0003,0009,000A,0101,0020;000A,0019;;;;;Yale Assure Touch Screen Lever Lock;;;;Yale;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock.src/zigbee-lock.groovy
ZigBee Lock;;;0104;;YRL216 PB;;;;0000,0001,0003,0009,000A,0101,0020,0B05;000A,0019;;;;;Yale Assure Keypad Lever Lock;;;;Yale;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock.src/zigbee-lock.groovy
ZigBee Lock;;;0104;;SMARTCODE_DEADBOLT_5;;;;0000,0001,0003,0004,0005,0009,0020,0101,0402,0B05,FDBD;000A,0019;;;;;Kwikset 5-Button Deadbolt;;;;Kwikset;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock.src/zigbee-lock.groovy
ZigBee Lock;;;0104;;SMARTCODE_LEVER_5;;;;0000,0001,0003,0004,0005,0009,0020,0101,0402,0B05,FDBD;000A,0019;;;;;Kwikset 5-Button Lever;;;;Kwikset;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock.src/zigbee-lock.groovy
ZigBee Lock;;;0104;;SMARTCODE_DEADBOLT_10;;;;0000,0001,0003,0004,0005,0009,0020,0101,0402,0B05,FDBD;000A,0019;;;;;Kwikset 10-Button Deadbolt;;;;Kwikset;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock.src/zigbee-lock.groovy
ZigBee Lock;;;0104;;SMARTCODE_DEADBOLT_10T;;;;0000,0001,0003,0004,0005,0009,0020,0101,0402,0B05,FDBD;000A,0019;;;;;Kwikset 10-Button Touch Deadbolt;;;;Kwikset;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock.src/zigbee-lock.groovy
ZigBee Lock;;;0104;;Smartcode;;;;0000, 0003, 0101;;;;;;Kwikset Smartcode Lock;;;;Kwikset;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock.src/zigbee-lock.groovy
ZigBee Lock;;;0104;;BE468;;;;0000, 0001, 0003, 0009, 0020, 0101, 0B05, FC00;000A, 0019;;;;;Schlage Connect Smart Deadbolt;;;;Schlage;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock.src/zigbee-lock.groovy
Blacklisted Device;;;0104;;Cap;;;;0000, 0009, 000A, 0101, FC00, 0001;;;;;;Blacklisted Yale Lock;;;;Yale;;;SmartThingsPublic/devicetypes/smartthings/blacklisted-device.src/blacklisted-device.groovy
Motion Detector;;;;;MotionSensor51AU;;;;;;;;;;Aurora Smart PIR Sensor;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/motion-detector.src/motion-detector.groovy
ZLL White Color Temperature Bulb 5000K;;;C05E;;Halo_RL5601;;0220;;0000, 0004, 0003, 0006, 0008, 0005, 0300;0019;;;;;Halo RL56;;;;Eaton;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb-5000k.src/zll-white-color-temperature-bulb-5000k.groovy
ZLL White Color Temperature Bulb 5000K;;SmartThings;;;TRADFRI bulb E26 WS clear 950lm;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI White Spectrum LED Bulb;;generic-color-temperature-bulb-2200K-4000K;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb-5000k.src/zll-white-color-temperature-bulb-5000k.groovy
ZLL White Color Temperature Bulb 5000K;;SmartThings;;;TRADFRI bulb GU10 WS 400lm;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI White Spectrum LED Bulb;;generic-color-temperature-bulb-2200K-4000K;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb-5000k.src/zll-white-color-temperature-bulb-5000k.groovy
ZLL White Color Temperature Bulb 5000K;;SmartThings;;;TRADFRI bulb E12 WS opal 400lm;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI White Spectrum LED Bulb;;generic-color-temperature-bulb-2200K-4000K;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb-5000k.src/zll-white-color-temperature-bulb-5000k.groovy
ZLL White Color Temperature Bulb 5000K;;SmartThings;;;TRADFRI bulb E26 WS opal 980lm;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI White Spectrum LED Bulb;;generic-color-temperature-bulb-2200K-4000K;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb-5000k.src/zll-white-color-temperature-bulb-5000k.groovy
ZLL White Color Temperature Bulb 5000K;;SmartThings;C05E;;TRADFRI bulb E27 WS clear 950lm;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI White Spectrum LED Bulb;;generic-color-temperature-bulb-2200K-4000K;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb-5000k.src/zll-white-color-temperature-bulb-5000k.groovy
ZLL White Color Temperature Bulb 5000K;;SmartThings;C05E;;TRADFRI bulb E14 WS opal 400lm;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI White Spectrum LED Bulb;;generic-color-temperature-bulb-2200K-4000K;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb-5000k.src/zll-white-color-temperature-bulb-5000k.groovy
ZLL White Color Temperature Bulb 5000K;;SmartThings;C05E;;TRADFRI bulb E27 WS opal 980lm;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI White Spectrum LED Bulb;;generic-color-temperature-bulb-2200K-4000K;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb-5000k.src/zll-white-color-temperature-bulb-5000k.groovy
ZLL White Color Temperature Bulb 5000K;;;C05E;;RS 128 T;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300;0019;;;;;Innr Smart Spot Tunable White;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb-5000k.src/zll-white-color-temperature-bulb-5000k.groovy
ZLL White Color Temperature Bulb 5000K;;;C05E;;RB 178 T;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300;0019;;;;;Innr Smart Bulb Tunable White;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb-5000k.src/zll-white-color-temperature-bulb-5000k.groovy
ZLL White Color Temperature Bulb 5000K;;;C05E;;RB 148 T;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300;0019;;;;;Innr Smart Bulb Tunable White;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb-5000k.src/zll-white-color-temperature-bulb-5000k.groovy
RGBW Light;;;;0103;0079;;;;;;;;;;Aeotec LED Strip;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/rgbw-light.src/rgbw-light.groovy
RGBW Light;;;;0003;0079;;;;;;;;;;Aeotec LED Strip;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/rgbw-light.src/rgbw-light.groovy
RGBW Light;;;;0003;0062;;;;;;;;;;Aeotec LED Bulb;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/rgbw-light.src/rgbw-light.groovy
RGBW Light;;;;0103;0062;;;;;;;;;;Aeotec LED Bulb;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/rgbw-light.src/rgbw-light.groovy
RGBW Light;;;;0003;0003;;;;;;;;;;ilumin RGBW Bulb;;;0300;;;;SmartThingsPublic/devicetypes/smartthings/rgbw-light.src/rgbw-light.groovy
Glentronics Connection Module;;;;0093;0114;;;;;;;;;;Glentronics Connection Module;;;0084;;;;SmartThingsPublic/devicetypes/smartthings/glentronics-connection-module.src/glentronics-connection-module.groovy
Zigbee CO Sensor;;SmartThings;0104;;CO_00.00.00.22TC;;0402;;0000,0003,0500;0000;;;;;Ozom Smart Carbon Monoxide Sensor;;generic-carbon-monoxide;;ClimaxTechnology;;;SmartThingsPublic/devicetypes/smartthings/zigbee-co-sensor.src/zigbee-co-sensor.groovy
Zigbee CO Sensor;;SmartThings;0104;;CO_00.00.00.15TC;;0402;;0000,0003,0500;0000;;;;;Ozom Smart Carbon Monoxide Sensor;;generic-carbon-monoxide;;ClimaxTechnology;;;SmartThingsPublic/devicetypes/smartthings/zigbee-co-sensor.src/zigbee-co-sensor.groovy
Zigbee CO Sensor;;SmartThings;0104;;COSensor-EM;;0402;;0000,0001,0003,0500;0000;;;;;HEIMAN CO Sensor;;generic-carbon-monoxide;;HEIMAN;;;SmartThingsPublic/devicetypes/smartthings/zigbee-co-sensor.src/zigbee-co-sensor.groovy
ZigBee Lock Without Codes;000A, 0019, 0B05;;0104, 000A;;V3-BTZB;;;;0000, 0001, 0003, 0009, 0020,0101, 0B05;;;;;;Danalock V3 Smart Lock;;;;Danalock;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock-without-codes.src/zigbee-lock-without-codes.groovy
ZigBee Lock Without Codes;;SmartThings;0104;;E261-KR0B0Z0-HA;;;;0000, 0003, 0004, 0500, 0101;0019;;;;;C2O Lock;;C2O-ZigBee-Lock;;;;;SmartThingsPublic/devicetypes/smartthings/zigbee-lock-without-codes.src/zigbee-lock-without-codes.groovy
Eaton 5-Scene Keypad;;;;574D;0000;;;;;;;;;;Eaton 5-Scene Keypad;;;001A;;;;SmartThingsPublic/devicetypes/smartthings/eaton-5-scene-keypad.src/eaton-5-scene-keypad.groovy
NYCE Motion Sensor;;;;;3043;;;;0000,0001,0003,0406,0500,0020;;;;;;NYCE Ceiling Motion Sensor;;;;NYCE;;;SmartThingsPublic/devicetypes/smartthings/nyce-motion-sensor.src/nyce-motion-sensor.groovy
NYCE Motion Sensor;;;;;3045;;;;0000,0001,0003,0406,0500,0020;;;;;;NYCE Curtain Motion Sensor;;;;NYCE;;;SmartThingsPublic/devicetypes/smartthings/nyce-motion-sensor.src/nyce-motion-sensor.groovy
ZLL Dimmer Bulb;;;C05E;;;;0100;;0006, 0008;;;;;;Generic Dimmable Light;;;;;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;ZLL-DimmableLight;;0100;;0000, 0003, 0004, 0005, 0006, 0008, FFFF, 0019;0019;;;;;Eria ZLL Dimmable Bulb;;;;AduroSmart Eria;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;;;TRADFRI bulb E26 opal 1000lm;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI LED Bulb;;;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;TRADFRI bulb E12 W op/ch 400lm;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI LED Bulb;;;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;TRADFRI bulb E17 W op/ch 400lm;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI LED Bulb;;;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;TRADFRI bulb GU10 W 400lm;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI LED Bulb;;;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;TRADFRI bulb E27 W opal 1000lm;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI LED Bulb;;;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;TRADFRI bulb E14 W op/ch 400lm;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI LED Bulb;;;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;TRADFRI transformer 10W;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI Driver for wireless control 10W;;;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;TRADFRI Driver 10W;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI Driver for wireless control 10W;;;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;TRADFRI transformer 30W;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI Driver for wireless control 30W;;;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;TRADFRI Driver 30W;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI Driver for wireless control 30W;;;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
